序号,vid,uid,弹幕
10022,408,632,卧槽
10023,802,833,张嘉译啊
10024,60,732,期待
10025,798,120,成色这么好？
10026,804,814,校友啊
10027,416,906,李好帅，是你
10028,356,172,好美（绝
10029,302,486,期待
10030,586,774,期待
10031,861,322,我盘古，差500买斧头，打钱
10032,386,199,餐桌存放
10033,660,439,不配作为我们黑龙江人
10034,306,311,反转的呀
10035,770,148,这么聪明
10036,398,769,爷要白嫖
10037,382,319,已经收假了
10038,486,749,哈哈哈哈
10039,124,235,战地一
10040,748,535,赛百味？！
10041,219,684,一半时间过去了
10042,567,398,好家伙
10043,497,204,家里有石油 
10044,320,655,2
10045,233,850,白帽子是监理，可他监理手机的是吗？
10046,71,870,战地1里面我记得就有信鸽
10047,325,106,知识就是力量
10048,613,531,马猴烧酒
10049,153,131,漫威
10050,67,610,好玩
10051,108,445,魔法！！
10052,730,708,啊土元和磕头虫
10053,11,396,咳咳我帮弟弟看看
10054,258,410,一模一样我的妈
10055,310,628,应该凌迟！
10056,504,875,c
10057,601,52,看起来像是扇贝单词
10058,10,15,看着都晕了，，，
10059,733,693,期待
10060,901,266,兵鸽鸽
10061,257,574,留学就想留在英国？很难的
10062,213,794,插件是弟弟
10063,492,714,3333
10064,409,977,下次亿定
10065,517,314,又在瞎逼逼
10066,613,815,草这铃声我梦回小学
10067,685,530,云南人狂喜
10068,601,579,玩妄想山海。。。这个薏苡 我采集过，好像啊
10069,785,760,16个人要4个狼
10070,877,528,ketchup
10071,67,712,这种事情应该找领袖啦
10072,502,931,20周年快乐~
10073,819,517,可！！！
10074,456,180,美女！！！！！
10075,813,559,费拉不堪美利坚
10076,457,318,星际争霸
10077,346,4,云南人民震惊
10078,133,344,哈哈哈哈哈
10079,66,591,一键三连
10080,648,943,历史全区第一路过
10081,12,627,好家伙这么大
10082,714,149,铜钱用麻线穿成七个。尸体躺在上面。
10083,631,211,ddd
10084,964,550,哈哈哈哈
10085,467,928,大佬们是楷模
10086,987,876,有一种查成绩的感觉
10087,151,928,划水狼
10088,356,155,我们检验才是底层
10089,381,468,商人
10090,781,775,不疼
10091,866,946,期待
10092,836,872,警局
10093,12,836,哈哈哈哈哈哈哈哈
10094,807,910,越团结越不需要领导
10095,79,575,洞哥？
10096,924,643,擦
10097,135,77,为什么会被撞死？
10098,205,878,《我  是  up  主》
10099,662,208,2
10100,617,24,树:wdnmd
10101,490,927,献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏献出心脏
10102,470,543,好感人
10103,152,273,bbbbb
10104,972,144,结果发现垃圾也要分类！
10105,733,290,死得其所是褒义词，应该是死有余辜
10106,988,38,好家伙，赑屃
10107,956,880,cao
10108,221,320,太好了
10109,191,137,太难了
10110,854,784,期待
10111,515,248,？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？？
10112,529,912,亮哥什么时候讲讲云南的生物呀
10113,105,168,D
10114,800,225,在这trap呢
10115,51,50,哇
10116,775,863,哈哈哈哈，理科生真的一点都不浪漫还很直
10117,694,485,好像是反转和皮糙肉厚
10118,118,720,大工程
10119,417,271,生活不易
10120,506,426,阿里干了多少年的行当
10121,505,208,生物满分不是90吗
10122,613,691,谢谢
10123,842,615,期待
10124,715,175,这种慢生活适合我
10125,298,128,我寻思着辅助不应该被分科吧
10126,53,678,明白了
10127,886,535,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
10128,814,424,过年好
10129,89,823,3
10130,480,457,什么app
10131,342,128,哈哈哈哈哈哈哈哈哈哈哈
10132,9,669,我天
10133,615,734,啊诶亏以芭蕾，以亏以亏内
10134,26,762,本可以流芳百世，却偏要遗臭万年
10135,904,333,二仙桥
10136,300,239,TPB是个好网站
10137,942,391,神奇
10138,734,510,没什么用，学校都是老油条
10139,713,159,把我精神科放哪了
10140,345,836,卧槽
10141,548,941,比我多
10142,707,472,A吧…
10143,691,174,害怕
10144,156,583,加油！
10145,36,529,？国内土豆泥香啊
10146,622,715,山东不愧是你
10147,289,51,正片开始
10148,720,429,红红火火恍恍惚惚
10149,907,124,误入
10150,702,640,你逼我的，偶像
10151,908,145,这是大佬，膜拜
10152,349,451,东北人 29岁 落户在了江苏
10153,740,599,内容：在吗 在吗
10154,622,188,滚滚滚哈哈哈哈
10155,330,756,哈哈哈哈哈哈哈哈哈哈
10156,767,660,2：45
10157,11,850,一个个天天想着打工挣钱，却不思考分配模式，实在可笑
10158,526,278,呸!ex
10159,703,842,感觉历史在考语文
10160,386,525,怎么不诛九族
10161,421,39,谢谢，谢谢
10162,55,271,我就比较喜欢玩自刀狼
10163,248,645,巨人，hhh
10164,415,754,哦吼，我们没有秋雨？
10165,202,17,好家伙 你去面试 这工作大概有多少还不清楚？换我我也不要
10166,756,394,危险发言
10167,545,469,jiujue
10168,128,50,奸笑
10169,367,724,致敬
10170,146,428,？
10171,230,553,2
10172,215,34,疯狂偷瞄
10173,977,129,最后写表头啊
10174,725,434,哈哈哈哈哈哈
10175,320,579,混入其中
10176,576,540,帮我朋友看看 真不是无中生友
10177,696,576,！正片开始
10178,378,458,阿能，德狗，可颂！！！
10179,198,910,又是慕尼黑
10180,468,655,哈哈哈哈
10181,819,585,握草，恐高了
10182,890,648,？？？？？莫挨劳资！！！！！！！！你摸哪呢！
10183,799,403,哈哈哈哈哈哈
10184,489,577,盲猜第一山东
10185,168,508,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
10186,653,146,期待
10187,743,278,好强
10188,254,877,神奇
10189,743,849,牛鼻     
10190,169,134,南宁叫豆捻
10191,878,626,你管这叫大桥？
10192,349,326,我外公用来喂羊
10193,186,67,魔鬼
10194,953,882,莱纳，你快坐下！
10195,250,51,前方高能
10196,941,360,支持
10197,717,852,哈哈哈哈
10198,282,243,因为没有几个银行超过这比例，要缓冲干什么
10199,747,546,4
10200,654,767,我是秦始皇   打钱
10201,347,287,好家伙
10202,395,627,锹甲：救救孩子
10203,136,920,东哥已经上岸了，说什么都可以
10204,28,215,说历史选择全对的还没上初三吧
10205,824,573,你按你也痛
10206,829,260,我不信
10207,959,546,共  生  关  系
10208,542,322,同学喊我君姐
10209,972,504,没用
10210,344,352,大一狂喜
10211,686,554,哈哈哈哈哈
10212,637,828,尖下巴，巴掌脸，大眼睛，小蛮腰，大长腿
10213,886,787,为什么不述了 我就是椎动脉型儿的ಥ_ಥ
10214,723,745,这可不亚于必胜客啊
10215,362,761,不忘初心。
10216,494,872,我现在就在广西桂林，没事也转转山洞，夏天的时候很凉快
10217,64,338,选1的秀儿
10218,207,571,永垂不朽
10219,855,452,哈哈哈哈哈
10220,650,173,hhhhhhhhhhwc
10221,467,644,直接交假的呗，嘻嘻嘻
10222,777,9,这是什么APP啊
10223,60,32,我对了
10224,221,144,急诊不是最底层嘛
10225,358,517,进击的老外
10226,174,764,哇哦
10227,66,219,哈哈哈
10228,414,837,三连了以后给儿子保普外科
10229,727,456,wow
10230,198,673,打碗子
10231,336,704,一般就业这才是正常现象
10232,375,941,哈哈哈哈哈哈哈
10233,272,885,住的好是真的好
10234,591,8,你笑兵长一米五，兵长笑你没后颈
10235,476,40,在小亮这里看到熟人感觉真奇妙
10236,622,574,我昨天刚想问这个问题，今天就刷到了这个视频，6啊
10237,952,247,地理年级第一来凑热闹
10238,586,531,哈哈哈哈
10239,747,527,优点多：指能吃
10240,908,748,这叫小伙？
10241,387,270,谁按都疼。
10242,724,453,很像  哈哈  女巨人
10243,361,628,孙莉？好像黄磊老婆
10244,307,139,期待
10245,768,20,CHINA！
10246,716,384,你以为倒了是很好玩的事吗。。。
10247,625,692,有点迷
10248,20,92,肯定不是两三千rmb
10249,273,28,茄汁真是好译名
10250,696,400,好吃
10251,743,918,卧槽？？？？？
10252,259,802,出！
10253,628,213,不是炒房团就不死
10254,938,7,赵亦瑶为什么工资这么高
10255,938,941,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
10256,168,705,把我们检验科放哪了
10257,143,813,战术后仰
10258,869,643,A
10259,769,136,这个“对耶”太有喜感了
10260,328,353,不准忘记我们小破站哦
10261,382,388,高考怎么办哈哈哈哈
10262,970,748,我的lpr固定了
10263,826,978,cura~
10264,593,109,老家房子都不让你盖
10265,80,382,这个也可以吃
10266,948,293,消灭私有制
10267,278,592,腾讯
10268,126,835,哈哈哈哈哈哈哈
10269,548,11,国家谁的国家，既得利益者的国家，还是谁的国家
10270,23,536,红吉罗
10271,484,502,森luo财团
10272,45,53,？
10273,30,300,肉鸽？什么肉鸽？肉鸽开了吗？
10274,368,81,哈哈哈哈哈哈哈
10275,469,868,吐了
10276,439,161,猝不及防
10277,373,732,好家伙，真会算计
10278,203,614,谢治宇必须有
10279,768,221,拼凑的家人笑死我了额哈哈哈哈哈哈哈哈
10280,773,503,666
10281,48,520,蜘蛛说话了！
10282,341,388,其实湖北物理大题还好
10283,506,414,靠讲的太好了吧
10284,538,225,保命要紧
10285,275,919,这个我家有（指下面这书）
10286,813,778,离远点
10287,176,282,真实
10288,383,607,666
10289,92,270,自娱自乐
10290,221,851,好家伙 
10291,705,148,来了
10292,811,286,假如被鹰吃了呢
10293,930,605,哈哈哈
10294,67,494,卧槽
10295,495,585,帅啊
10296,361,213,有我一份功劳
10297,601,129,卡门的世界
10298,618,16,向东北人民学习!
10299,933,80,拆摄像头
10300,929,714,所以，我就辞职了，没多久，上一家就倒闭了
10301,514,869,看走神了
10302,666,524,鸽子，我太难了
10303,742,30,下次一定！
10304,921,535,凭什么消灭私有制
10305,103,801,相信爱情了
10306,535,487,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
10307,264,54,哈哈哈哈哈哈
10308,629,774,云南人表示震惊
10309,852,256,帮朋友看得
10310,109,934,要致富先修路
10311,417,831,目的还是从购买端限制房地产  但问题是普通需求端短期无法大幅影响供给端
10312,486,14,全他妈给我远程办公
10313,213,589,还会涨
10314,810,669,压力大
10315,691,307,哈哈哈哈哈哈哈
10316,273,366,够狠呀
10317,758,392,大多数都是这样的
10318,167,437,期待
10319,435,446,2:45
10320,386,877,才做完。。错了
10321,743,635,期待
10322,666,525,怎么都做过啊，初一疑惑
10323,129,416,目前可公开情报
10324,796,915,下次一定
10325,824,844,当我早早的看到了我的省，我就知道凉了。
10326,581,834,哈哈哈哈哈哈哈哈
10327,359,676,脑洞大开
10328,931,831,所以说你干过的人家早干了
10329,624,753,我一轮复习天天睡觉。。。。怎么办生物20分
10330,348,250,6666
10331,728,453,大佬
10332,758,178,致敬
10333,564,773,c吧
10334,577,863,我有两个。。
10335,474,87,hahahahaha
10336,694,446,初三，完全没学过，做对了
10337,479,411,以史为鉴
10338,556,871,希望你别不识抬举
10339,803,87,好辛苦啊
10340,321,84,我要吐了
10341,903,241,啊这！必须三连
10342,244,14,强推扇贝！！！非常好用
10343,559,377,可能是没有用国产的钻头
10344,272,77,jd全部机器人化，公司收归国有
10345,395,858,真爱
10346,942,853,金色传说
10347,799,310,天爷，我真的说卧槽了！
10348,20,622,3
10349,672,625,不标准怎么了
10350,226,12,兔子白嫖
10351,74,678,姐姐牛批
10352,986,578,草哈哈哈哈哈
10353,826,187,致敬致敬！
10354,126,290,鸽子:我TM是很NB的鸽子，不用管
10355,396,737,1
10356,595,146,我都是靠感觉做历史题，正确率可观，但正规考试还是会错3，4个
10357,681,271,隔i着屏幕都感觉到震惊
10358,53,485,50万毛毛雨
10359,947,15,前排推荐：有利于，开学前找状态！
10360,230,829,弹幕酸死了
10361,436,836,这个叫做蒙皮
10362,235,228,哈哈哈哈哈哈哈
10363,902,93,乐爷！
10364,670,912,？北方人震惊
10365,51,390,高度发达的生产力是根本保证，中国日新月异中，不久就可以到达。
10366,270,214,加油啊……哎 资本面前好无力
10367,495,802,。。。。。
10368,818,224,我爸问我为什么趴着看手机
10369,270,302,说白了  你不去好的城市就不用花那么多钱买房
10370,11,735,期待
10371,578,970,水猴子
10372,185,140,辛苦了
10373,913,53,期待
10374,253,732,太晚了，已经很严重了
10375,214,111,正道的光
10376,955,838,没人就可以直接用机器人了
10377,693,605,工资高啊。
10378,582,29,确实，小时候老爱找山洞钻了
10379,513,693,哈哈哈哈哈哈哈哈哈哈哈哈
10380,898,309,C
10381,568,379,我可以
10382,754,803,哈哈哈
10383,312,188,真实
10384,570,165,凌迟！
10385,508,742,屁话
10386,70,566,痴人说梦
10387,854,926,前期节目组制发明了假的“重力仓” 所以无重力那个圆过去了
10388,460,550,《  捡  到  》
10389,926,602,哈哈哈哈哈
10390,814,499,老马你是咋啦被人踢出圈
10391,905,10,好家伙
10392,970,440,说媒是赚男的钱
10393,26,470,好哈哈哈哈哈哈哈哈哈哈哈哈
10394,178,16,对对对！
10395,3,38,因为我对这土地爱得深沉
10396,150,668,曹旺德？？？
10397,911,174,德粉不服
10398,782,854,因为我对这片土地爱得深沉
10399,665,686,做了一个垃圾桶
10400,283,147,说的太对了，我最近刚到新单位领导就想介绍堂弟给我，我没接喳，新领导我都不熟还堂弟呢
10401,719,785,麻花藤 我笑了
10402,600,762,卧槽 直播开筒子1000多一斤
10403,245,298,致敬
10404,781,155,恐怖的微笑。
10405,290,523,因为我对这土地爱得深沉
10406,658,351,剪辑的很舒服
10407,483,131,哈哈哈哈或
10408,426,754,我果然还是太嫩了 开始还在想还能有啥目的啊
10409,549,574,刑部尚书的作品，嘿人家剪没了还不标出处
10410,23,364,发的，嘛得？？
10411,163,387,您说的这种人就是损人利己
10412,543,700,哭了
10413,879,284,faza
10414,637,262,因为他是资本家为富不仁
10415,118,857,帅
10416,421,975,因为我对这片土地爱得深沉！
10417,607,840,我们是“糖果超甜！”
10418,116,853,40公斤，你扯犊子呢？
10419,366,357,路边炸弹？？！！
10420,160,764,恶心
10421,62,108,不会，人心叵测，小心点好
10422,968,300,老去的80后
10423,147,749,中国人行！！！！
10424,907,289,我的眼
10425,715,443,山楂片
10426,776,669,好！！！
10427,621,537,因为我对这土地爱得深沉
10428,662,306,小姐姐说得对
10429,90,553,所以做半天就是个垃圾桶？
10430,872,454,这阻尼感！不比特斯拉高级多了？
10431,151,185,那时候的人们啊，眼里有光有追求
10432,178,341,十年起步
10433,836,748,致敬
10434,37,815,化学巨佬
10435,761,265,泪目
10436,438,852,第一个隔屏幕物理攻击我的人
10437,100,347,捡
10438,163,942,踢不踢出，他都是
10439,730,697,铁甲小宝
10440,487,336,Hokkien指的是福建
10441,964,665,领导的小3？
10442,189,168,同事介绍拿点好处就被说，媒婆拿钱就顺理成章了。哈哈
10443,925,384,《捡》
10444,852,105,哈哈哈哈哈
10445,727,209,是的，这事太多了
10446,934,857,因为我的这片土地爱的深沉
10447,845,686,图吧传统
10448,349,646,天龙山
10449,743,462,行
10450,86,646,手工耿吧
10451,833,842,社会学
10452,51,525,你的很多想法都好黑暗
10453,622,169,商业的本身就是最大的公益
10454,44,640,没事，因为我不漂亮
10455,67,513,bgm：君临天下（小魂的）
10456,629,578,你们都走了我们可怎么办
10457,815,125,害怕
10458,175,442,大师 我悟了
10459,815,575,致敬
10460,176,161,噗哈哈哈哈哈哈哈
10461,506,379,传说皮肤
10462,303,588,抢完就跑，那500押金咋办
10463,937,481,别骂了
10464,86,905,1111
10465,684,963,来的都是女的吧
10466,47,43,值钱
10467,595,591,哇哦知道了
10468,410,536,十棵树一个鸟窝？高速上一溜光秃秃的树，难得一两个鸟窝
10469,507,238,你这不为难我吗
10470,933,563,脱水
10471,500,438,ctm.公务员这样面试这你妈也太难了
10472,476,247,看起来是个黑猫
10473,85,349,牛哇
10474,219,219,泥不对劲
10475,609,591,1
10476,435,14,真值钱
10477,496,139,哈哈哈哈哈
10478,954,143,傻 逼
10479,126,277,？？？
10480,774,774,安安好帅 我直接嗨老婆！
10481,435,212,成精了
