序号,vid,uid,弹幕
23198,829,960,……
23199,914,354,那蹲厕咋搞
23200,302,589,？？？？？
23201,337,849,讨好了又不给好处，不讨好也未必给
23202,317,635,懂了，以后用画图工具自己画
23203,555,772,盆景垫片。。
23204,853,451,这和德国一模一样
23205,267,418,蛇胆创
23206,421,796,小孩盲盒，涮火锅必备
23207,598,243,家长自作聪明
23208,183,486,中式英语
23209,782,439,马老师，等我五年！
23210,391,617,握草
23211,207,297,施工单位007路过
23212,783,339,1
23213,396,703,有段时间我也是。明明喜欢看电影
23214,27,880,说360不好用的好好想想，为什么很多修理电脑的都在用
23215,692,413,2
23216,906,168,突然离谱
23217,639,704,淑女们好
23218,627,411,是的，莫名其妙
23219,45,869,人傻钱多速来
23220,840,606,去找了小米开的公司？
23221,706,222,1
23222,847,4,来搞笑的吧这老师
23223,794,223,刚刚那是啥功能？
23224,36,474,简称，作
23225,651,294,这么恐怖？我有过
23226,952,628,？？？？？？？？？？？
23227,177,546,淑女们好
23228,552,857,必须赞，讲解简单易懂，狗头
23229,252,550,西安3毛
23230,134,229,笑了
23231,626,568,这个应该是故意的吧 以前有过类似的视频
23232,0,660,哭了
23233,770,217,我我我超值，嘿嘿
23234,209,714,腰
23235,279,442,我有一个朋友让我帮他看看
23236,642,700,本国人都没有就业机会了更何况难民
23237,495,287,中枪
23238,683,167,我朋友需要
23239,40,842,2
23240,445,195,判个刑吧，老师
23241,257,596,垫纸没用，毕导做过实验
23242,449,971,新罗马
23243,717,100,我就是你们的朋友
23244,461,423,拉长一点 减小压强
23245,249,300,不会用钢笔工具怎么办
23246,321,889,半佛
23247,378,424,没人天天用吧
23248,487,659,我倒退45步直接诛它九族
23249,773,848,低情商:业务水平太差高情商:有很大的进步空间​
23250,558,308,伞兵
23251,961,14,明白
23252,217,602,1
23253,440,963,王羲之发来警告函
23254,315,12,中枪
23255,628,374,帮朋友看看
23256,311,170,为什么我会点进来
23257,56,403,资本永不眠
23258,66,671,想吐
23259,890,338,笑死我了，又把全部矛盾转移给美国了
23260,140,864,直到2021 我都没找到比夏洛特更搞笑的电影
23261,461,782,流氓
23262,267,521,三连成功
23263,469,55,只送大脑！
23264,431,284,弹幕能有点素质
23265,486,513,1
23266,279,403,太草了
23267,627,789,呵呵
23268,75,132,1
23269,924,329,哈哈哈哈哈哈哈
23270,865,212,1111
23271,547,202,卧槽，哈哈哈哈哈哈哈
23272,440,78,双什么?
23273,982,930,怎么能买起房子？
23274,382,428,永动机
23275,609,27,用手接着
23276,540,782,1
23277,107,44,三体运动
23278,568,45,什么旁门左道，庞门正道字体，，都是免费用的
23279,941,522,疼啊
23280,782,715,gnmd，什么东西
23281,714,499,徐
23282,488,39,相声好听关注了
23283,933,380,我的天
23284,437,753,真实
23285,230,91,太少14.7
23286,838,123,劝人学医，天打雷劈。
23287,579,541,哈登有一个啊
23288,589,933,嘈尼玛
23289,91,542,因为你有钱
23290,795,418,   肯定是错的
23291,132,567,我一个女的在这里看这么起劲干嘛？
23292,19,191,宇宙超人睁开眼睛我是沙福林
23293,94,696,不到
23294,420,794,村民都很团结，还是令我很欣慰。
23295,789,844,冰冰有了新的情敌
23296,832,584,报到
23297,250,0,直接全撤了
23298,691,775,我帮艾俊乾看看
23299,633,46,完了完了
23300,671,21,成仁网站在哪里？
23301,359,793,我好像就是这种人
23302,856,891,我不敢去了
23303,853,718,膝盖坏了，把脚腕当膝盖用
23304,291,514,卧槽
23305,370,666,黄字真当人买不起箱子吗？人家就是设计巧妙省纸环保，哪来这么多优越感
23306,659,587,谢谢，牙已经开始痛了
23307,425,931,真的妙啊
23308,341,118,感觉像拿棍子打高压线
23309,805,891,你那是看直升机吗，我不好意思点破你
23310,261,939,？？？
23311,526,427,厉害
23312,411,144,盛世
23313,39,726,全中
23314,917,401,woc原来如此
23315,783,68,小时候看见树上有这东西
23316,598,481,好丑
23317,687,414,人家利润高是因为硬件做好了，持续成本下来了
23318,824,535,999
23319,84,926,好了 惹众怒了
23320,429,6,很真实
23321,16,754,弹幕真不要脸 明明是我老婆
23322,851,99,水猴子
23323,729,881,老婆
23324,285,726,小时候家里常备蜡烛
23325,163,490,完了
23326,758,649,你不要露牙齿，害怕
23327,428,325,get this stick bug LOL
23328,555,880,啊这！就是它吓的我
23329,490,682,还带了儿化音
23330,606,859,对抗路带辅助
23331,548,897,报道
23332,249,943,厚礼蟹
23333,718,205,高温
23334,787,310,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
23335,784,386,哈哈哈哈哈哈哈
23336,521,852,很认同
23337,470,37,有 我做运营就这样
23338,103,587,总觉得up是反派
23339,329,721,不是根管治疗没有多疼的
23340,381,949,鸮！！！！！！！！！！！！！！
23341,198,422,帮朋友了解一下
23342,462,934,呱唧
23343,756,625,这个转发量就很惊人！
23344,801,725,严查！
23345,379,303,我特么作根管，疼的呀皮
23346,988,571,惨了，我腰疼
23347,193,563,我帮朋友看看
23348,371,862,把兴趣变成工作了，还没有讨厌它，摸鱼很爽，但有罪恶感
23349,821,113,好实用
23350,853,418,吸吸吸
23351,701,369,超火流星（？）
23352,923,385,很棒
23353,227,874,关注后续
23354,576,473,原來是你在我考試的時候叫
23355,538,970,前面说得对，A工作是加班做的，要是没做领导回过头来即使不说话也会暗中扣你绩效
23356,909,180,牛逼设计
23357,383,370,报道
23358,513,579,散了吧，没后文的
23359,517,147,原来是你
23360,52,400,杜兴雨说很受用
23361,505,373,蛀牙就是细菌腐蚀
23362,308,790,腊蝉？
23363,686,484,甲状腺呢
23364,666,373,小时候听到这个声音我爸还给我讲故事说它喊的是姑姑还布
23365,28,54,卧槽
23366,328,410,海德林：倾听，感受，思考
23367,495,747,叫你装B
23368,723,549,我 全 都 要
23369,85,497,我们已经两个礼拜没吃到冰激淋了
23370,474,168,天才！
23371,873,654,害怕
23372,888,527,哈哈哈
23373,506,496,脸上笑莹莹
23374,308,518,比土匪都土匪
23375,550,739,胡说八道，摸鱼正当的理由有很多，偏偏找了个对自我价值实现及进步最没用的角度。
23376,228,780,你也有份
23377,97,671,抖 音 的 专 家 学 者
23378,258,627,今天刚补的牙，疼
23379,375,474,哈哈哈哈，主要就是为了坏，然后好挣钱啊
23380,938,74,5t5
23381,105,125,三分钟的视频我感觉过了好久
23382,942,648,不好意思我笑了一下
23383,923,924,打电话谁敢呀找被黑社会打吗（doge）
23384,352,501,报道
23385,437,966,哈哈哈哈哈哈哈哈哈反向伏拉夫
23386,465,354,铁翼飞旋
23387,761,501,感觉马上要吃我了
23388,405,674,呱呱呱呱呱呱呱
23389,153,918,因为活永远也干不完
23390,945,415,代入感很强我已经开始疼了
23391,404,123,就是黑恶势力！
23392,319,615,上法庭已经可以判打人者蹲几年了
23393,809,930,火钳刘明
23394,426,618,UC
23395,103,535,呵呵呵
23396,216,617,my precious
23397,551,925,我媳妇
23398,802,478,xsl你天天搬家
23399,896,469,这次一定
23400,212,530,看自己需要的就行了
23401,546,0,帮于成路看一下
23402,157,732,你们老婆是同一个人？
23403,222,80,是老家的感觉！
23404,318,783,这么深还不喷水钻？
23405,205,172,我替苏子琛看一下
23406,590,498,，，，，，，，，，，，，，，，，，，，，，，，
23407,671,725,密码错误
23408,816,895,麻醉几乎不疼，不过你能感觉到医生在干啥
23409,369,526,这音乐听的感觉更痛了
23410,941,215,打你！
23411,37,872,孤寡孤寡
23412,153,441,结巴啥？？？
23413,18,98,我找到藏私房钱的地方了
23414,706,6,信号弹
23415,373,240,威廉达福
23416,200,485,好家伙
23417,594,917,老手了
23418,117,702,报到
23419,7,162,我读的书少，都是这种切法的吗？
23420,750,184,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
23421,786,674,哈哈哈哈哈哈哈哈灵魂拷问
23422,982,784,我家在县城，至少十年过年有电了
23423,287,107,疼还行，就真的特别酸
23424,51,820,啊啊啊啊啊啊
23425,911,260,啊啊啊啊啊爱了
23426,852,805,我帮我朋友看
23427,874,621,卧槽
23428,111,467,卧槽
23429,931,814,乳腺也会检查吗
23430,606,407,好像还收购了好几个国家的国家电网
23431,748,172,C A L I F O R N I A B O Y
23432,618,661,小时候一下大雨就停电
23433,178,109,为啥是这音乐？
23434,936,175,我帮万炆典看看
23435,840,239,看着疼
23436,306,369,撒撒口音
23437,151,956,爷青回
23438,985,428,他好搞笑啊
23439,919,610,宝岛
23440,849,778,呱
23441,17,329,都到z了
23442,265,34,啊！我朋友不举！
23443,658,58,？？
23444,430,914,我帮朋友看看
23445,145,842,替换大图中的像素点？压缩一下是不是就没了
23446,438,116,吾辈楷模
23447,942,928,不愧是你空调承太郎，无敌
23448,436,974,新零售原来在和趋势作对呀
23449,48,960,考不出来，咋办吗，这还能有啥原因？
23450,589,484,每个人有每个人的活法
23451,456,317,？？？？？？？？？？
23452,292,978,上   瘾
23453,913,741,掰弯技能get
23454,333,82,美味しいoishii
23455,474,849,B
23456,897,508,不明白的……是啥情况
23457,193,742,1
23458,115,468,几万年后，某地发现一巨棺，打开它的人，都死了
23459,558,366,我直接好家伙
23460,773,61,1
23461,325,405,？！
23462,936,444,可以感谢，但是请不要在我身体里面谈恋爱
23463,703,585,就算是普通颜料也不能放嘴里吧
23464,989,920,1
23465,890,710,学习
23466,883,326,啥年代了不要洗脑年轻人
23467,978,813,哈哈哈哈哈哈哈哈哈
23468,856,497,真孙子
23469,25,711,登短朗
23470,64,90,笑死我了
23471,222,849,天天量刑
23472,409,317,广州美术学院震惊
23473,201,555,拍森
23474,869,6,蕾姆在越南
23475,815,624,密切联系群众
23476,921,409,我已经超了2000次了。
23477,760,888,哈哈哈  666666
23478,535,494,《不值钱》
23479,136,596,乡情
23480,27,419,人类的本质是什么
23481,23,44,屋主：wdnmd
23482,621,362,1
23483,12,443,考生好像机器人
23484,666,794,嘿嘿嘿
23485,185,463,在写了在写了
23486,338,67,才2000次？
23487,273,607,2
23488,891,177,哈哈哈
23489,144,898,我怎么没有啊
23490,114,143,人体，很奇妙吧
23491,467,173,谁说铺子不值钱？旺区的店铺一直值钱
23492,398,44,那就对了
23493,912,448,对不起，我自住。
23494,199,185,1
23495,935,699,谨  慎
23496,471,601,无影坦克？
23497,232,389,海豚竟是我自己
23498,643,676,我信你个鬼
23499,570,804,大事情
23500,319,183,哈哈哈哈
23501,632,134,十1
23502,813,183,纪录片为《毒理学破案手册》
23503,472,685,白嫖
23504,747,431,鲸鱼:来吧宝贝
23505,914,750,题目是问的这个吗？
23506,395,190,能发现才有鬼了
23507,638,31,厉害啦，我都听不懂，真能编
23508,542,87,这不是以前贴吧那种幻影坦克
23509,738,911,BGM是数码宝贝里的
23510,678,618,我的首页为什么会出现这个
23511,902,674,mhc
23512,272,345,原来如此，下辈子当男生再试
23513,723,721,哈哈哈哈哈哈
23514,410,428,？？
23515,531,195,人不能，至少不应该
23516,273,913,？？？？？！！！！！！
23517,792,799,那么水母和海葵呢
23518,907,176,我他妈零头都没有
23519,592,654,哈哈哈哈哈哈哈哈哈哈
23520,188,61,刚过及格线
23521,115,516,直接起飞哈哈哈哈
23522,317,329,离题了特么
23523,529,76,厉害厉害
23524,287,546,本人面试 逆袭上岸 面试答题卡壳顶多80
23525,486,218,2333时代的眼泪
23526,472,243,跪下说
23527,758,625,更   深
23528,872,655,爱琳！！
23529,19,840,赘婿
23530,909,156,数码宝贝3插曲好评
23531,829,900,举报
23532,218,351,我信你個鬼
23533,914,879,这不和人一摸一样吗？？？？
23534,594,680,采铜？
23535,987,773,幻影坦克
23536,354,418,草wwwwwwww
23537,644,552,没有用阴间滤镜？经费这么紧张吗？
23538,609,497,2
23539,809,5,俺也一样
23540,853,159,已经买了县城房子了
23541,671,693,新石器就尼玛离谱
23542,124,693,看到了，云和湖里倒映的云
23543,498,585,罐子和平底锅都洗干净了
23544,499,948,人精
23545,209,903,。
23546,109,812,文件头
23547,753,511,两个怎么说
23548,890,675,我觉得不止2000doge
23549,426,752,看到这里我感谢我国的检查
23550,989,576,我去 这孩子探知心很强
23551,278,114,真就雷人
23552,593,53,新石器？？？
23553,916,802,哈哈哈哈哈哈哈哈哈
23554,962,306,？？？？？？？？？？？？
23555,172,42,下次一定
23556,850,141,“我要给你估年么？”
23557,488,734,这几岁？生物书给你吃了吗？
23558,952,12,赎回是啥意思啊 今天的标题没看懂 小白求助 下期讲讲
23559,527,898,雌堕
23560,947,689,我会个屁呀
23561,46,923,二氧化碳是血浆运输的，不是红细胞
23562,980,688,？？？
23563,390,849,好羞耻啊哈哈哈
23564,867,922,这个比喻满分
23565,498,102,学到了学到了
23566,309,190,这不是被动的事吗
23567,624,940,还有15%不成熟
23568,653,119,1
23569,799,411,这世界不是缺少成功者 而是缺少普罗米修斯这样的圣人 
23570,865,728,卧槽
23571,401,587,这个我见过，但是那时候只有手机实现不了
23572,165,839,？？？
23573,631,534,我来凝视男性
23574,947,32,1
23575,884,963,边冲边看
23576,22,101,草
23577,537,264,我有大小王还担心2？？？？
23578,40,689,复读机
23579,800,511,不做卷积吗？
23580,430,230,哈哈哈
23581,412,171,难怪男生追三个月就放弃了
23582,665,1,复读机
23583,256,797,搬砖啊草！
23584,498,341,？？？？信了你老鬼
23585,201,830,??
23586,98,234,大师 我悟了
23587,939,854,好家伙！
23588,957,20,炸鱼开始
23589,179,64,这才叫专业
23590,512,168,插一嘴
23591,644,31,帅
23592,893,944,大奔，专坑有钱人
23593,776,631,境泽放肆爱
23594,945,68,空 条 承 太 郎
23595,157,463,我信你个鬼，
23596,427,162,这个年纪很厉害了
23597,352,99,俺也一样
23598,198,172,我坐着看
23599,174,221,？？
23600,699,972,色
23601,847,512,我一次没有咋办
23602,777,118,一本正经的胡说八道
23603,131,56,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
23604,561,558,哈哈哈哈哈哈哈哈哈
23605,678,886,高估对方了
23606,764,443,啊这
23607,837,820,1
23608,59,33,没有人？
23609,562,177,当gay要当0
23610,41,563,我悟了
23611,163,689,复读机 鸽子
23612,319,530,有钱就能一步到位
23613,801,920,医生，这世上已经没有几个1了，求求你別教他们了，现在的0太难了。
23614,914,478,草草草草草草草草草草草草草草草草草草草草草草草草草草（日语）
23615,59,504,好家伙
23616,220,836,过，下一题
23617,53,437,我18岁可以做很多
23618,225,804,那个我很善良的别走，我要确认下
23619,986,563,卧槽 我没听清题
23620,983,953,好
23621,39,65,幻影坦克啊
23622,583,242,银行总来电话，问要贷款不？
23623,683,262,牛逼
23624,10,533,修仙？
23625,989,480,好害羞
23626,135,278,平均值，有点搞笑
23627,900,827,？？？？？？？？？？？？？？？
23628,985,453,哈哈哈
23629,362,409,哇
23630,671,700,快龙细胞(划掉)
23631,354,273,哇
23632,756,168,我裂开了
23633,249,552,鸽子精
23634,969,255,???
23635,518,65,？？？？？？？？？？
23636,806,364,好家伙
23637,656,967,《前 戏》
23638,392,923,11111
23639,374,806,杀熟
23640,983,744,病毒其实是生物
23641,797,465,你不出险的么？你得了癌症80年后再治么？
23642,192,462,好真实
23643,973,684,嫌啰嗦的不会拉进度条吗？
23644,439,46,只能刺一点点，不能刺多了
23645,497,331,别考本了，吓人
23646,937,635,2222222
23647,213,216,知らなかった
23648,153,852,致命剧毒：心灵鸡汤！
23649,386,232,文化人？
23650,4,471,我先来 太理想了
23651,737,176,等于0
23652,494,976,太理想了
23653,545,967,呆5年不回申请政治避难，啧啧啧，心机婊
23654,307,229,惨
23655,624,495,她在侮辱脑子?
23656,588,633,我随缘
23657,737,585,初二，会了，期末有这题，比这复杂
23658,551,389,不觉得啰嗦呀
23659,155,621,继续保持
23660,787,122,津巴布韦知乎内行…
23661,214,557,你们管这玩意叫可爱？？？？？
23662,868,764,我们这不关没事
23663,925,536,所以所剩无几了
23664,336,509,@双面针
23665,950,369,豪哥
23666,540,370,对！！！
23667,90,577,左弯就得拐大弯
23668,72,187,温柔加油啊，也不知道能帮忙做些什么
23669,785,184,要饭区一哥
23670,721,541,想扇她嘴巴
23671,984,366,封面雷击
23672,47,566,看到这个视频就像看到了光
23673,180,580,该发钱的时候一毛不拔，还想让生二胎？
23674,698,598,回形针
23675,752,904,又不是考试，练呗
23676,463,853,珠海
23677,292,486,亚卡马西！
23678,894,492,抄书的作业怎么办
23679,590,494,百   鸟   朝   凤   图
23680,444,292,都死了等于都没死
23681,623,471,你们这些老油条，赶紧去生，多生几个，替不生的人多生几个。
23682,135,426,2
23683,421,469,老师好
23684,969,416,他父母还认她吗？
23685,651,458,考是考 练是练 开是开
23686,963,74,卧槽，找到它时吓死我了
23687,87,364,虽然她很可恶，但我觉得这句话是你编的
23688,934,252,我从第三行就看不懂了 我还有望过教资吗
23689,825,359,卑微的老舔狗了
23690,55,917,爱情就是这样
23691,709,177,怎么没注意到有没有学校公交站点
23692,935,247,我不给你们发钱等于我给你们发了一个亿
23693,841,196,我的教练已经开始骂了
23694,744,802,充电了，up加油！
23695,331,900,2
23696,984,697,然后就去世了
23697,206,4,让我见到，我他么骨灰都给你扬了
23698,306,605,如若今后没有炬火，你便是唯一的光
23699,862,695,？？？
23700,330,906,小李：有被冒犯到。。。
23701,835,395,卧槽把运城人我炸出来了
23702,358,776,必须入刑
23703,320,84,真全是干货
23704,459,89,后排力元君
23705,413,25,对
23706,454,13,昆明人表示不接受这个败类
23707,401,923,他本来就不懂
23708,522,153,山东凤翔，知道了
23709,261,557,鸭子nb
23710,386,30,+++++++++++++++
23711,986,825,欢迎收看走近科学
23712,25,28,二档起步是真强
23713,658,61,这碗里还有纹路啊
23714,780,379,小丑竟是她自己
23715,699,590,哈哈哈哈哈哈哈哈
23716,368,578,哈哈，高端人才！
23717,360,215,2
23718,643,76,明显的白马黑马论
23719,349,697,太坏了
23720,471,451,妙啊
23721,706,820,冯建梅引产了解一下
23722,665,579,喜闻乐见
23723,421,589,我卷不过别人
23724,869,912,来了
23725,584,623,哎
23726,328,295,你拿到绿卡，美国人也不喜欢你，
23727,143,796,不用看了，错的
23728,408,667,1
23729,160,730,办他
23730,232,159,哈哈哈哈哈
23731,813,43,那个是不是在72小时内可以吃阻断药啊
23732,361,837,ばかでいらっしゃ
23733,593,417,辣椒酱啥意思？
23734,925,736,这个小姐姐我可以
23735,217,281,2
23736,918,656,前面说高中的，这是初中数学……
23737,961,975,2
23738,863,838,？？？？
23739,412,610,直接泡完吃了
23740,492,785,Lsp
23741,264,51,古代太监放那玩意儿的
23742,989,848,差个条件m!=n
23743,541,344,给后面的人提醒：别被所谓的角速度带偏，根本不是同一个问题
23744,865,616,不想理你
23745,594,863,加肉
23746,655,410,我那叫谷牛
23747,667,680,不至于？牛B啊，前面那位，一次能喝2斤50度的白酒…
23748,429,162,现在的我↓
23749,64,692,好耶
23750,816,979,保护好自己啊
23751,960,326,不接受募捐就尽力给温柔充电吧，献出一份薄力
23752,19,675,?
23753,68,347,都好好看，心动了
23754,164,846,看吃素和胖瘦内有关系
23755,851,520,保护
23756,593,633,蔡浩
23757,146,761,好吓人
23758,975,789,福岛事件的时候商场的盐从来都是一个价格
23759,454,864,《太理想了》
23760,759,92,然后互相卡住的两个鹿结婚生子了
23761,456,508,？
23762,597,763,哈哈哈，小丑竟是我自己，阿哈哈哈
23763,899,274,？？？？
23764,140,269,建议女生千万别找男生
23765,208,273,木鱼永远滴神！！！！！
23766,429,345,韦达定理，干
23767,553,926,秘 偶 大 师
23768,22,914,督工狂喜
23769,548,174,老婆
23770,117,140,每个地方  都不一样
23771,276,782,加油！！
23772,968,815,岳云鹏
23773,761,24,一
23774,404,345,卧槽，我是运城的
23775,484,565,购买湖建人
23776,293,132,哈哈哈
23777,88,486,2
23778,200,162,加油
23779,710,40,挺好的！咩哈哈哈
23780,377,244,室内0度，北方室内有暖气就别说了
23781,54,782,头上长把手……
23782,655,179,我一看到这个就会想起公知回形针
23783,165,254,好家伙，老子这就去整一斤
23784,70,52,这时候还嫌什么贵嘛，命重要钱重要
23785,121,345,还回归平静 进去喝茶好了
23786,240,204,凯多
23787,463,747,哈哈哈哈哈哈哈哈哈哈哈
23788,208,318,谢谢，记住了
23789,620,610,rap ?
23790,464,89,哈哈哈哈哈
23791,588,790,同校！
23792,831,455,哈哈哈哈，售后
23793,565,37,傻狍子
23794,169,650,牛壁
23795,338,883,求视频
23796,0,107,美国欢迎有技术有能力的人移民，没本事的，只能走政治庇护
23797,487,536,哈哈哈哈
23798,266,192,你的箭毒蛙是怎么算出来的？
23799,161,85,求bgm
23800,916,170,补肾没感觉，利尿倒是挺直观的
23801,930,186,桑葚
23802,292,712,开的蛮好的
23803,466,719,阻断药有时限
23804,150,571,怎么又是他哈哈哈哈
23805,5,68,白嫖算不算犯罪
23806,927,23,刚从扣1420分学员那里过来哈哈哈又是这个教练
23807,331,211,up主说话好带情绪啊
23808,880,530,自己的“理解”
23809,918,398,亚里士多德多捞噢！
23810,180,834,哈哈哈
23811,694,969,至今思念红太阳
23812,590,632,拆弹专家2
23813,787,206,2
23814,578,487,脑浆都给你摇匀了
23815,563,174,还真有相信这是散户和人民的胜利？？？脑子
23816,766,369,淦
23817,234,187,卧槽能放这么大
23818,934,37,没考过吧？刚刚那不踩刹车扣分
23819,617,862,太真实了
23820,922,789,两成白银在你手，八成白银在碉楼
23821,486,859,食物链啊
23822,99,208,弹射起步！！！
23823,424,727,肉我真吃不起
23824,693,389,说有用和没用的，撇开剂量说作用就是耍流氓
23825,580,50,我觉得很多人都是心里反对任何打拳，但是天天到各个app上去打击他们谁有那个功夫啊
23826,416,733,装糊涂的高手
23827,629,232,大秦赋直呼内行
23828,702,284,一样达到国际饮用标准，大城市的水全世界都一样
23829,133,880,把湖南的脸面子也全给丢了
23830,952,352,可以选择性别，双胞胎
23831,788,378,？？？
23832,129,825,入刑法
23833,842,370,好
23834,975,312,是，白嫖方案
23835,421,8,试过一次
23836,406,260,别瞎说冬天撒路上的是工业用盐，不能吃
23837,561,773,给一个乞丐和一个千万富翁各一千元
23838,672,434,泡芙老师那个，真的好像
23839,57,712,广告时间
23840,811,581,好家伙
23841,371,253,被引诱者受到的伤害很大的
23842,901,612,盐铁论
23843,280,799,233333
23844,189,744,热乎
23845,662,921,哈哈哈哈
23846,201,201,逐渐离谱
23847,526,452,不光问候它 还问候它全家啊
23848,755,685,工地老头
23849,257,191,贴心！
23850,511,895,..
23851,322,522,哇哦，这瓜真猛
23852,819,497,汗的
23853,597,99,真的就伤口伤撒盐呗
23854,667,346,吃饱了撑的
23855,487,878,矿化度太高
23856,726,420,截胡
23857,944,873,又长知识了
23858,616,11,美国末日
23859,935,756,黑市
23860,231,722,wc
23861,337,830,妹妹违法吗
23862,671,382,快哭了
23863,105,365,牛啊
23864,267,316,高杏欣！
23865,211,479,最佳编剧
23866,580,728,这是犯法的
23867,557,247,瘟疫公司BGM
23868,473,816,还没死啊
23869,33,304,冒充国家公职人员怎么判？
23870,443,646,2
23871,43,345,蔗糖是把人齁死的吗？
23872,879,863,如何才能做到公平呢？
23873,831,963,可以
23874,84,454,320
23875,906,434,啊！！！！
23876,691,346,这
23877,695,904,加油
23878,383,746,哈哈哈哈哈
23879,620,38,？？？
23880,7,471,2
23881,450,622,哈哈哈哈哈，父慈子孝
23882,201,323,2
23883,841,427,冠姓权不重要，那跟妈妈姓吧?不行!这就是现状
23884,224,349,社会需要你这样的人
23885,552,625,2
23886,533,540,那没事
23887,555,91,。。。。。
23888,914,34,售后服务平台
23889,458,751,辣椒3.3克就会死的你百分百辣椒素的辣椒哪里买的
23890,377,414,清华风评被害
23891,564,305,说的我想嫁给你
23892,885,635,要是第一次的话赶紧去打阻断啊
23893,283,233,那可都是蛋白质啊
23894,590,55,我杀了我自己
23895,283,76,我当年科目三就是两档起步
23896,208,933,好
23897,518,808,金融可以把一个国家给搞崩溃。参考。苏联。
23898,761,949,你在骂
23899,515,36,握草昆明之耻
23900,476,856,只能刺一点点，不能刺多利
23901,390,753,我想起哪个顶着断头的图
23902,781,354,聪明的流浪汉
23903,646,806,太6
23904,312,444,微跌，微跌
23905,634,638,@罗翔
23906,583,941,牛逼
23907,540,213,哈哈哈
23908,467,944,乔碧萝
23909,417,646,加油
23910,383,215,还好我的经历正常，小学喜欢和朋友上山下水，初中迷上游戏，高中拼命努力，现在大二自己存了点钱准备合伙做小生意
23911,328,1,大师我悟了
23912,202,203,军码破译难度是非常极大的，毕竟藏起来了
23913,625,890,赞同，感谢up主分享
23914,285,333,啊啊啊啊啊啊啊啊哪里可以领到这么好的鸭子！
23915,210,960,很难不支持哈哈哈哈
23916,309,551,？？滚
23917,886,236,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
23918,229,747,不是怕虫，是怕它身上的细菌
23919,478,26,一个字：出溜了
23920,68,389,这个我买过！！！
23921,604,922,才2000？
23922,550,464,必需品，其他人卖也得买
23923,951,443,加油
23924,675,222,2
23925,642,857,确实吃不起肉
23926,405,457,2
23927,356,369,2
23928,888,614,2021年更难
23929,546,879,小姐姐好看
23930,163,57,人类算不算多管闲事
23931,234,979,好爽
23932,746,779,没了?
23933,61,677,甜      死
23934,462,266,已经开始听不懂了
23935,245,436,有建设性
23936,389,100,好家伙
23937,844,634,哈哈哈哈哈哈哈
23938,761,976,比一开始还多
23939,557,15,唉，其实我觉得，女权就是有选择权利。无论是思想还是物质。
23940,378,807,狄仁杰的案子
23941,968,478,我居然还在看
23942,116,721,这猥琐的笑容……我…………
23943,516,839,国库充盈是真的
23944,451,807,沃日
23945,580,640,乔碧萝殿下
23946,99,822,快进到拔网线
23947,283,440,1
23948,702,774,一  人 做  事 万  人 当(
23949,707,823,的确
23950,741,218,浙江这可以越级降档
23951,891,809,这一步看不懂哎
23952,722,272,谢谢老师
23953,440,896,然而可以吃截断的
23954,678,811,根本不需要这个，用个家庭投影不更爽吗？
23955,699,20,笑尿
23956,609,243,日本jiud是
23957,784,475,还有十宗罪
23958,270,884,编导生狂喜
23959,607,451,懂了
23960,91,798,教练哪个驾校的，我要去报名！
23961,13,246,跳过剂量谈毒性都是耍流氓
23962,287,32,2222
23963,534,527,2
23964,895,873,二叉角
23965,643,870,那是角吗，我以为那是牙
23966,511,428,国家也在钓鱼啊
23967,928,782,？？？？？？？？
23968,953,98,我想过，但我觉得自己的姓不太好听Ծ‸Ծ
23969,913,769,加的不应该是二氧化氯吗
23970,117,364,哈哈哈哈哈哈哈
23971,909,689,你房屋的维修费用都够你买一个现成的好的了
23972,250,26,没人说这是高数啊，只是说这是竞赛，说不准还是小学题呢，现在小学啥都敢教
23973,415,375,我觉得是广告。。。。。。
23974,157,522,还有科四没考，也不能放松
23975,162,596,感觉有罪，但是不懂什么罪
23976,180,50,说的有道理
23977,596,326,想起英sir的baka32连击
23978,44,28,还在那刷角速度
23979,268,472,加油
23980,92,249,为什么看画面会觉得疼
23981,303,961,对啊，别人打你几千年了你不还手？
23982,465,626,保护哈哈哈哈
23983,156,741,还以为是商业街
23984,578,311,档位位置都不知道在哪个位置。还考啥。
23985,137,372,加油
23986,870,754,心肺停止
23987,252,632,蛋白质
23988,535,276,しれなかだ
23989,161,59,屠龙者
23990,70,230,本色出演
23991,504,546,流氓罪
23992,371,460,我竟然还能看懂
23993,295,59,武汉工地
23994,437,804,公知还是闭嘴吧
23995,339,42,哈哈哈哈哈哈
23996,859,23,莫言的都看了，非常好看
23997,469,428,我生日呀
23998,183,859,关注了！
23999,515,269,牛壁枸杞泡面
24000,308,593,角速度和线速度
24001,231,533,路走窄了
24002,162,352,谢谢龙哥
24003,743,727,羧基计划
24004,530,774,啊啊啊啊啊
24005,180,58,其实，直接令x =y =w不就可以了吗？
24006,356,296,监控
24007,142,143,比我说的都666
24008,826,202,我的茅台没有抛，今年我相信会涨到3000
24009,151,816,z不配
